Family ID,Created at,Survey number,Worker,Gender,Country of birth,People in household,Race,Hispanic,Housing situation,Rent vs. Own,Child mortality,Disability,Automobile,Veteran Status,LGBTQ,Early Childhood Education,Number of People in Household with GED or HS Diploma,Highest level,Highest level in household,Annual income,Primary economic activity:,Assistance:
32658,2022-12-15,3º,mespino,Female,United States of America,5,Black or African American,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Unemployed,"Food stamps,WIC,Other"
34955,2021-11-04,1º,swilliamson,Female,United States of America,3,Black or African American,No,Single Family House,Live with parents,No,No,No,No,No,Yes,0,Less than High School,Less than High School,,Unemployed,"Food stamps,WIC,Social Security"
1234,2022-11-15,1º,yliaogomez,Female,United States of America,6,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,9338,"Employed Full-Time,Stay-at-Home Caregiver","Food stamps,WIC"
1234,2023-06-28,2º,yliaogomez,Female,United States of America,6,,,,,,,,,,,,,,,,
35001,2022-06-06,1º,vbryant,Female,United States of America,2,Asian,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
35001,2022-07-11,2º,vbryant,Female,United States of America,2,Other,No,Single Family House,Live with parents,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,In School,"Food stamps,WIC"
35001,2022-10-12,3º,snguyen,Female,United States of America,3,Asian,No,Transitional Housing,Live with parents,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Stay-at-Home Caregiver,WIC
35001,2023-06-27,4º,snguyen,Female,United States of America,3,Asian,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Stay-at-Home Caregiver,WIC
32029,2021-11-16,1º,dgomezserrano,Female,United States of America,3,White,Yes,Group Home,Live with parents,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Employed Full-Time,WIC
32029 (old),2022-05-04,2º,dgomezserrano,Female,United States of America,3,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,No,0,Less than High School,Less than High School,,Employed Full-Time,
36723,2022-11-29,1º,jdeleon,Female,United States of America,5,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Unemployed,"Food stamps,WIC"
36723,2023-04-24,2º,njaen,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,,Less than High School,Less than High School,,Other,Food stamps
36166,2022-05-13,1º,vbryant,Female,United States of America,4,White,No,Single Family House,Homeless,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
33333,2022-11-17,1º,kmacedo,Female,United States of America,6,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Employed Part-Time,"Food stamps,WIC"
25750,2021-12-16,1º,kmacedo,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,No,1,High School/GED,High School/GED,,Employed Part-Time,"Food stamps,WIC"
33333,2023-03-30,2º,kmacedo,Female,United States of America,6,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,,,,,Employed Part-Time,"Food stamps,WIC"
25750,2022-05-03,2º,kmacedo,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,No,1,High School/GED,High School/GED,13400,Employed Part-Time,"Food stamps,WIC"
14155,2022-11-29,1º,mespino,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,10200,"Self-Employed,Employed Part-Time,Stay-at-Home Caregiver,In School","WIC,Food stamps"
14155,2023-04-05,2º,mespino,Female,United States of America,5,Black or African American,No,Single Family House,,,,,,,,,,,,,
32029 (New),2022-11-29,1º,dgomezserrano,Female,United States of America,3,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Not applicable,0,Less than High School,Less than High School,,"Employed Full-Time,Stay-at-Home Caregiver",
35680,2021-11-11,1º,ialba,Female,Honduras,5,White,Yes,Trailer/Mobile Home,Live with parents,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,,"Unemployed,Employed Part-Time","Food stamps,WIC"
35680,2022-05-14,2º,vbryant,Female,Honduras,5,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
36152,2022-05-13,1º,vbryant,Female,United States of America,2,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
35134,2023-01-12,1º,njaen,Female,United States of America,2,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,0,Employed Full-Time,WIC
35134,2023-04-24,2º,njaen,Female,United States of America,2,Other,Yes,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,,Less than High School,Less than High School,,Employed Full-Time,None
35134,2021-11-10,1º,ialba,Female,United States of America,2,White,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,Less than High School,Less than High School,,Employed Full-Time,Food stamps
36675,2022-10-19,1º,dgomezserrano,Female,United States of America,1,White,Yes,Other,Live with parents,No,No,Yes,No,No,No,1,Two-Year College Degree,High School/GED,,Employed Full-Time,WIC
36567,2023-06-27,2º,avanegasvelasquez,Female,United States of America,4,Other,Yes,Casa,Rent my home,,,,No,No,Yes,0,High School/GED,High School/GED,,"Employed Full-Time,Unemployed","WIC,Food stamps"
31446,2021-11-10,1º,ialba,Female,United States of America,4,White,No,Single Family House,Own my home,No,Yes,Yes,No,No,Yes,0,Less than High School,Less than High School,,"Employed Full-Time,Stay-at-Home Caregiver",Food stamps
31446,2022-05-09,2º,vbryant,Female,United States of America,4,White,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,0,Other,"Food stamps,WIC,Social Security"
35589,2021-10-18,1º,kmacedo,Female,United States of America,2,Other,Yes,Trailer/Mobile Home,Live with parents,No,No,Yes,No,No,No,0,Less than High School,Less than High School,0,Other,None
35589,2022-05-04,2º,kmacedo,Female,United States of America,2,Other,Yes,Trailer/Mobile Home,Live with parents,No,No,Yes,No,No,No,0,Less than High School,Less than High School,0,"Other,In School",None
35589,2022-10-14,3º,kmacedo,Female,United States of America,2,Other,Yes,Single Family House,Live with parents,No,No,No,No,No,Yes,0,Less than High School,Less than High School,0,In School,"WIC,Food stamps"
35589,2023-03-24,4º,kmacedo,Female,United States of America,2,Other,Yes,Single Family House,Rent my home,No,No,No,No,No,Yes,1,High School/GED,High School/GED,0,In School,WIC
149230,2022-11-17,1º,yliaogomez,Female,United States of America,5,Black or African American,No,Apartment/Condominium,Live with another family,No,Yes,Yes,No,No,Yes,1,High School/GED,High School/GED,24000,Employed Full-Time,"Food stamps,WIC"
149230,2023-03-28,2º,yliaogomez,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,Yes,Yes,No,Prefer not to say,Yes,1,High School/GED,Less than High School,,Employed Full-Time,Food stamps
35997,2022-07-08,1º,qalamin,Female,United States of America,4,White,No,Trailer/Mobile Home,Live on farm of work location,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,18000,Employed Full-Time,"WIC,Food stamps"
35997,2022-11-30,2º,qalamin,Female,United States of America,4,White,No,Single Family House,Live with partner in their home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,"Stay-at-Home Caregiver,Other",Food stamps
36152,2022-11-16,1º,jdeleon,Female,United States of America,8,Other,Yes,Trailer/Mobile Home,Live with parents,No,No,Yes,No,No,Not applicable,2,High School/GED,Two-Year College Degree,40000,"In School,Employed Full-Time,Self-Employed",Other
36152,2023-04-24,2º,yliaogomez,Female,United States of America,8,,,,,,,,,,,,,,,,
36999,2022-11-28,1º,mespino,Female,United States of America,3,American Indian or Alaska Native,No,,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,Other
36999,2023-03-24,2º,mespino,Female,United States of America,3,White,No,Single Family House,Live with parents,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,None
36475,2022-11-29,1º,njaen,Female,United States of America,2,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,0,Employed Full-Time,"Food stamps,WIC"
36475,2023-04-24,2º,njaen,Female,United States of America,2,Black or African American,No,,,No,No,Yes,No,No,,,,,,Employed Full-Time,Food stamps
34929,2021-11-04,1º,mespino,Female,United States of America,3,White,No,Trailer/Mobile Home,,No,Yes,Yes,No,Prefer not to say,,2,Two-Year College Degree,Two-Year College Degree,,Stay-at-Home Caregiver,Social Security
34929,2022-05-05,2º,snguyen,Female,United States of America,3,White,No,Trailer/Mobile Home,Prefer not to say,No,Yes,Yes,No,No,Yes,1,Two-Year College Degree,,,Stay-at-Home Caregiver,"Food stamps,WIC,Disability,Social Security"
169420,2022-12-08,1º,yliaogomez,Female,United States of America,2,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Graduate Degree,Graduate Degree,,Employed Full-Time,"Food stamps,WIC"
12345,2022-11-14,1º,yliaogomez,Male,United States of America,2,Black or African American,No,Trailer/Mobile Home,Live with parents,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Part-Time,
172260,2023-04-24,1º,kmacedo,Female,United States of America,5,White,No,Single Family House,Live with partner in their home,No,No,Yes,Yes,No,Yes,2,High School/GED,High School/GED,,Employed Full-Time,"Food stamps,WIC"
36737,2022-11-17,1º,jdeleon,Female,United States of America,3,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Not applicable,1,High School/GED,High School/GED,34000,Employed Full-Time,Food stamps
36737,2023-04-24,2º,yliaogomez,Female,United States of America,3,,,,,,,,,,,,,,,,
37214,2022-11-07,1º,snguyen,Female,United States of America,2,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,Four-Year College Degree,Four-Year College Degree,,Stay-at-Home Caregiver,"Food stamps,WIC"
37214,2023-06-30,2º,snguyen,Female,United States of America,3,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,Four-Year College Degree,Four-Year College Degree,,Stay-at-Home Caregiver,"Food stamps,WIC"
35842,2021-11-29,1º,kmacedo,Female,United States of America,7,Other,Yes,Single Family House,Live with another family,No,No,Yes,No,No,I don’t know,1,Two-Year College Degree,Two-Year College Degree,36000,Employed Full-Time,Food stamps
35842,2022-05-04,2º,kmacedo,Female,United States of America,7,Other,Yes,Single Family House,Live with another family,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,36000,Employed Full-Time,Food stamps
35842,2022-09-22,3º,kmacedo,Female,United States of America,7,Other,Yes,Trailer/Mobile Home,,No,No,Yes,Yes,No,Yes,1,Two-Year College Degree,Less than High School,42000,Employed Full-Time,Food stamps
35842,2023-03-27,4º,kmacedo,Female,United States of America,7,Other,Yes,Trailer/Mobile Home,Other,No,No,Yes,No,No,Yes,1,Four-Year College Degree,Less than High School,46000,Employed Full-Time,None
3,2020-12-04,1º,jrobinson,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,Prefer not to say,Yes,No,No,Yes,,Less than High School,Less than High School,,Unemployed,"Food stamps,TANF"
3,2021-05-27,2º,telamon_jetoya,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Unemployed,Food stamps
21954,2021-11-10,1º,vbryant,Female,United States of America,3,Black or African American,No,Single Family House,Rent my home,No,Yes,Yes,Yes,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
21954,2022-05-09,2º,vbryant,Female,United States of America,3,Black or African American,No,Single Family House,Homeless,No,Yes,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
21954,2023-02-06,3º,yliaogomez,Female,United States of America,3,Black or African American,No,Single Family House,Live with parents,Yes,Yes,Yes,No,Prefer not to say,Yes,1,High School/GED,,,Unemployed,"Food stamps,Disability"
21954,2023-06-12,4º,yliaogomez,Female,United States of America,3,,,,,,,,,,,,,,,,
34494,2021-11-02,1º,nanderson,Female,United States of America,3,Black or African American,No,Single Family House,Live with parents,No,Yes,Yes,No,No,No,2,High School/GED,High School/GED,,Unemployed,"Food stamps,WIC,Social Security"
34494,2022-05-03,2º,nanderson,Female,United States of America,3,Black or African American,No,Single Family House,Live with parents,No,Yes,Yes,No,No,No,2,High School/GED,High School/GED,,Unemployed,"Food stamps,WIC,Social Security"
35914,2022-05-14,1º,vbryant,Female,United States of America,3,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,0,Unemployed,"Food stamps,WIC"
30003,2021-11-17,1º,dgomezserrano,Female,United States of America,5,,,,Prefer not to say,No,No,No,No,No,Yes,0,High School/GED,High School/GED,0,Employed Full-Time,WIC
30003 (old),2022-05-04,2º,dgomezserrano,Female,United States of America,5,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Employed Full-Time,None
30003 (New),2022-11-29,1º,dgomezserrano,Female,Honduras,5,White,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,"Employed Full-Time,Stay-at-Home Caregiver,Unemployed",
30003 (New),2023-04-21,2º,alopez,Female,Honduras,5,White,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,35000,Employed Full-Time,Food stamps
150716,2021-11-22,1º,alopez,Female,United States of America,5,White,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,32000,Employed Full-Time,
150716,2022-05-05,2º,alopez,Female,United States of America,5,White,Yes,Single Family House,Own my home,No,No,Yes,No,No,Yes,,High School/GED,High School/GED,,Employed Full-Time,Food stamps
150716,2022-10-04,1º,alopez,Female,United States of America,5,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,40000,Employed Full-Time,WIC
36354,2023-02-13,1º,jdeleon,Male,United States of America,5,White,No,Single Family House,Own my home,No,Yes,Yes,No,No,Yes,1,High School/GED,High School/GED,20000,Employed Part-Time,Food stamps
163825,2021-11-11,1º,njaen,Female,United States of America,5,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,22484,Other,"Food stamps,WIC"
131147,2023-01-17,1º,yliaogomez,Female,United States of America,5,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,,Employed Full-Time,"Food stamps,WIC"
32774,2022-10-06,1º,snguyen,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Live with parents,No,No,No,No,No,Yes,,Less than High School,Less than High School,,Stay-at-Home Caregiver,"WIC,Food stamps"
32774,2023-06-28,2º,snguyen,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,Less than High School,Less than High School,,Employed Full-Time,"Food stamps,WIC"
32835,2022-11-14,1º,jdeleon,Female,United States of America,4,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,22000,Employed Full-Time,Food stamps
36489,2023-01-25,1º,mespino,Female,United States of America,5,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,No,3,High School/GED,High School/GED,,Employed Part-Time,None
36489,2023-04-18,2º,mespino,Female,United States of America,5,,,,,,,,,,,,,,,,
29325,2022-10-04,1º,avanegasvelasquez,Female,United States of America,5,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,3,High School/GED,High School/GED,,"Employed Full-Time,Unemployed","WIC,Other"
29325,2023-06-27,2º,avanegasvelasquez,Female,United States of America,5,Other,Yes,Casa,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,"Employed Full-Time,Unemployed",WIC
35286,2021-11-11,1º,ialba,Female,United States of America,4,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,,No,No,Yes,1,High School/GED,High School/GED,,Unemployed,"Food stamps,WIC"
34081,2021-12-10,1º,ialba,Female,United States of America,2,White,No,Single Family House,Live with parents,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,In School,Food stamps
34081,2022-05-14,2º,vbryant,Female,United States of America,2,White,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,6090,Employed Part-Time,"Food stamps,WIC"
34081,2022-12-08,3º,jdeleon,Female,United States of America,2,White,No,Single Family House,Rent my home,No,No,Yes,No,No,Not applicable,1,High School/GED,High School/GED,10000,"Employed Part-Time,In School",Food stamps
27381,2021-10-18,1º,kmacedo,Female,United States of America,3,Black or African American,No,Trailer/Mobile Home,Live with parents,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Employed Full-Time,"Food stamps,WIC"
27381,2022-05-04,2º,kmacedo,Female,United States of America,3,Black or African American,No,Trailer/Mobile Home,Live with parents,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,15883,Employed Full-Time,"Food stamps,WIC"
15884,2022-10-19,1º,kmacedo,Female,United States of America,4,"Black or African American,Asian,White",No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,0,Employed Part-Time,Social Security
15884,2023-06-07,2º,kmacedo,Female,United States of America,4,"Black or African American,Asian",No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,10000,Stay-at-Home Caregiver,"WIC,Social Security"
30983,2022-12-13,1º,njaen,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Employed Full-Time,"Food stamps,WIC"
30983,2023-04-24,2º,njaen,Female,United States of America,4,Black or African American,No,,,No,No,Yes,No,No,,,,,,,
166098,2021-11-11,1º,njaen,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,16644,Employed Full-Time,Food stamps
166098,2022-05-03,2º,njaen,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,18644,Employed Full-Time,
3253,2021-11-04,1º,mespino,Female,United States of America,6,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Employed Part-Time,"Food stamps,WIC,Other"
3253,2022-05-06,2º,mespino,Female,United States of America,6,Other,Yes,Trailer/Mobile Home,,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Unemployed,"Food stamps,WIC"
3253,2022-11-28,3º,mespino,Female,United States of America,6,American Indian or Alaska Native,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Stay-at-Home Caregiver,"Food stamps,WIC,Other"
3253,2023-04-21,4º,mespino,Female,United States of America,6,,,,,,,,,,,,,,,,
161664,2021-11-11,1º,njaen,Female,United States of America,4,Other,Yes,Single Family House,Rent my home,Yes,No,Yes,No,No,Yes,0,Less than High School,Less than High School,9600,Other,"WIC,Food stamps"
161664,2022-05-05,2º,njaen,Female,United States of America,4,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Other,Food stamps
126813,2021-11-11,1º,njaen,Female,United States of America,5,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,11200,Employed Full-Time,"Food stamps,WIC"
126813,2022-05-04,2º,njaen,Female,United States of America,5,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,11200,Employed Full-Time,Food stamps
35486,2022-01-14,1º,vbryant,Female,United States of America,5,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,0,Unemployed,"Food stamps,WIC"
35486,2022-05-05,2º,vbryant,Female,United States of America,5,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,2309,Employed Part-Time,"Food stamps,WIC"
35486,2022-11-01,3º,swilliamson,Female,United States of America,5,White,No,Single Family House,Rent my home,No,No,Yes,No,No,No,1,Two-Year College Degree,High School/GED,24000,Employed Full-Time,"Food stamps,WIC"
37104,2022-11-28,1º,mespino,Female,United States of America,4,Black or African American,No,,,No,No,Yes,No,No,No,1,High School/GED,High School/GED,,Employed Full-Time,"Food stamps,WIC,Other"
37104,2023-04-21,2º,mespino,Female,United States of America,4,,,,,,,,,,,,,,,,
172975,2022-12-08,1º,yliaogomez,Female,United States of America,2,Black or African American,No,Single Family House,Live with parents,No,No,No,No,No,Yes,1,Less than High School,High School/GED,,Employed Full-Time,Food stamps
171044,2022-10-13,1º,alopez,Female,United States of America,5,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,34000,Employed Full-Time,WIC
16944,2022-11-29,1º,njaen,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,20217,Employed Full-Time,"Food stamps,WIC"
16944,2023-04-24,2º,njaen,Female,United States of America,5,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Other,Food stamps
166148,2022-01-26,1º,swilliamson,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,Prefer not to say,No,No,No,Yes,1,High School/GED,High School/GED,2400,Unemployed,"Food stamps,WIC"
166148,2022-05-05,2º,swilliamson,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,Prefer not to say,No,No,No,Yes,1,High School/GED,High School/GED,2000,Unemployed,"Food stamps,WIC,Other"
166148',2022-10-05,1º,swilliamson,Female,United States of America,3,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,No,No,No,Yes,12,High School/GED,High School/GED,22000,Unemployed,"WIC,Food stamps,Other"
35235,2021-11-03,1º,agarcia4,Female,United States of America,7,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,No,0,Less than High School,High School/GED,0,Employed Full-Time,None
36358,2022-10-03,1º,mespino,Female,United States of America,5,American Indian or Alaska Native,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,No,1,High School/GED,High School/GED,,Employed Full-Time,None
36358,2023-04-24,2º,mespino,Female,United States of America,5,Native Hawaiian or Other Pacific Islander,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,No,1,High School/GED,High School/GED,,Employed Full-Time,None
21584,2021-11-18,1º,mespino,Female,United States of America,1,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Employed Part-Time,Other
21584,2022-07-05,2º,mespino,Female,United States of America,1,Other,Yes,,,No,No,Yes,No,Prefer not to say,,,,,,,
28205,2021-10-05,1º,mmarquez1,Female,Mexico,4,Other,Yes,Casa,Rent my home,No,No,Yes,No,No,Yes,,High School/GED,Less than High School,,Employed Full-Time,Other
1,2021-05-18,1º,telamon_jetoya,Female,United States of America,4,Other,Yes,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,,Stay-at-Home Caregiver,None
1,2021-05-27,2º,telamon_jetoya,Female,United States of America,4,,Yes,Apartment/Condominium,Rent my home,No,No,Yes,No,No,No,,High School/GED,Less than High School,24000,Employed Full-Time,None
15335,2022-10-05,1º,avanegasvelasquez,Male,United States of America,6,White,Yes,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,"WIC,Other"
15335,2023-06-28,2º,avanegasvelasquez,Male,United States of America,6,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,,Employed Full-Time,WIC
35326,2021-11-04,1º,vbryant,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Four-Year College Degree,Four-Year College Degree,12000,Employed Part-Time,Food stamps
35326,2022-05-03,2º,vbryant,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Four-Year College Degree,Four-Year College Degree,25212,Employed Full-Time,"Food stamps,WIC"
100588,2022-07-06,1º,yliaogomez,Female,United States of America,3,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,WIC
10588,2022-11-16,1º,yliaogomez,Female,United States of America,3,Black or African American,No,Single Family House,Live with parents,No,No,,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,28000,Employed Full-Time,"Food stamps,WIC"
10588,2023-06-20,2º,yliaogomez,Female,United States of America,3,,,,,,,,,,,,,,,,
27186,2021-11-03,1º,kmacedo,Female,United States of America,4,Black or African American,No,Trailer/Mobile Home,Rent my home,No,Yes,Yes,Yes,No,Yes,2,High School/GED,High School/GED,2000,Employed Part-Time,Food stamps
27186,2022-05-03,2º,kmacedo,Female,United States of America,4,Black or African American,No,Trailer/Mobile Home,Rent my home,No,Yes,Yes,Yes,No,Yes,2,High School/GED,High School/GED,2000,Employed Part-Time,Food stamps
162812,2023-03-03,1º,njaen,Female,United States of America,3,Other,Yes,Single Family House,Rent my home,No,Yes,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,0,Other,"Food stamps,WIC"
162812,2023-03-22,2º,njaen,Female,United States of America,3,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,No,1,High School/GED,High School/GED,,Unemployed,Food stamps
162812,2023-03-22,3º,njaen,Female,United States of America,3,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,No,1,High School/GED,High School/GED,,Unemployed,Food stamps
172796,2022-12-09,1º,yliaogomez,Female,United States of America,4,White,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,,Unemployed,WIC
34236,2021-11-08,1º,nanderson,Female,United States of America,5,White,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,50000,"Employed Part-Time,Stay-at-Home Caregiver","Food stamps,WIC"
34236,2022-05-02,2º,nanderson,Female,United States of America,5,White,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,50000,"Employed Part-Time,Stay-at-Home Caregiver","Food stamps,WIC"
33598,2021-10-22,1º,nanderson,Female,United States of America,5,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,20866,Employed Full-Time,"Food stamps,WIC"
33598,2022-05-05,2º,nanderson,Female,United States of America,5,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,20866,Employed Full-Time,"Food stamps,WIC"
33598,2022-10-13,3º,kmacedo,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,21936,Employed Part-Time,
33598,2023-06-08,4º,kmacedo,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,32000,Employed Full-Time,"Food stamps,WIC"
